0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;0,00000000000000000000;
1.569.758.113.843.859.456,00000000000000000000;0,00000000000000000598;0,00000000000000000463;0,00000000000000000124;
1.931.261.688.033.457.152,00000000000000000000;0,00000000000000000598;0,00000000000000000463;0,00000000000000000124;
2.973.034.797.820.560.896,00000000000000000000;0,00000000000000000417;0,00000000000000000395;0,00000000000000000011;
3.960.051.258.740.241.920,00000000000000000000;0,00000000000000000756;0,00000000000000000632;0,00000000000000000113;
4.948.636.066.903.648.256,00000000000000000000;0,00000000000000000372;0,00000000000000000338;0,00000000000000000023;
5.966.945.394.326.832.128,00000000000000000000;0,00000000000000000767;0,00000000000000000699;0,00000000000000000056;
6.996.699.487.759.500.288,00000000000000000000;0,00000000000000000541;0,00000000000000000429;0,00000000000000000102;
7.984.118.869.542.102.016,00000000000000000000;0,00000000000000000417;0,00000000000000000395;0,00000000000000000011;
8.960.552.619.582.232.576,00000000000000000000;0,00000000000000000767;0,00000000000000000699;0,00000000000000000056;
9.984.165.014.273.200.128,00000000000000000000;0,00000000000000000767;0,00000000000000000699;0,00000000000000000056;
11.004.244.018.722.492.416,00000000000000000000;0,00000000000000000598;0,00000000000000000463;0,00000000000000000124;
12.023.263.899.391.686.656,00000000000000000000;0,00000000000000000756;0,00000000000000000632;0,00000000000000000113;
13.025.535.477.893.892.096,00000000000000000000;0,00000000000000000767;0,00000000000000000699;0,00000000000000000056;
14.053.123.883.282.620.416,00000000000000000000;0,00000000000000000756;0,00000000000000000632;0,00000000000000000113;
15.019.879.060.801.052.672,00000000000000000000;0,00000000000000000541;0,00000000000000000429;0,00000000000000000102;
16.001.355.515.547.437.056,00000000000000000000;0,00000000000000000756;0,00000000000000000632;0,00000000000000000113;
16.993.486.565.232.738.304,00000000000000000000;0,00000000000000000056;0,00000000000000000034;0,00000000000000000011;
17.998.233.000.117.303.296,00000000000000000000;0,00000000000000000192;0,00000000000000000169;0,00000000000000000011;
19.009.294.073.902.710.784,00000000000000000000;0,00000000000000000259;0,00000000000000000226;0,00000000000000000023;
19.905.563.135.224.889.344,00000000000000000000;0,00000000000000000372;0,00000000000000000338;0,00000000000000000023;
21.041.586.693.199.699.968,00000000000000000000;0,00000000000000000259;0,00000000000000000237;0,00000000000000000011;
22.137.595.362.438.029.312,00000000000000000000;0,00000000000000000259;0,00000000000000000226;0,00000000000000000023;
22.973.133.274.928.910.336,00000000000000000000;0,00000000000000000169;0,00000000000000000147;0,00000000000000000011;
23.932.118.394.963.087.360,00000000000000000000;0,00000000000000000124;0,00000000000000000090;0,00000000000000000023;
25.012.179.906.476.142.592,00000000000000000000;0,00000000000000000169;0,00000000000000000147;0,00000000000000000011;
25.962.397.162.162.032.640,00000000000000000000;0,00000000000000000259;0,00000000000000000226;0,00000000000000000023;
26.978.263.916.505.464.832,00000000000000000000;0,00000000000000000056;0,00000000000000000045;0,00000000000000000000;
28.018.614.655.761.022.976,00000000000000000000;0,00000000000000000282;0,00000000000000000259;0,00000000000000000011;
28.980.771.705.468.559.360,00000000000000000000;0,00000000000000000056;0,00000000000000000045;0,00000000000000000000;
30.012.261.592.525.942.784,00000000000000000000;0,00000000000000000056;0,00000000000000000045;0,00000000000000000000;
31.010.481.792.469.221.376,00000000000000000000;0,00000000000000000011;0,00000000000000000000;0,00000000000000000000;
32.031.033.479.231.483.904,00000000000000000000;0,00000000000000000124;0,00000000000000000090;0,00000000000000000023;
32.951.235.178.127.958.016,00000000000000000000;0,00000000000000000113;0,00000000000000000079;0,00000000000000000023;
33.936.108.486.152.441.856,00000000000000000000;0,00000000000000000113;0,00000000000000000079;0,00000000000000000023;
35.000.432.760.136.486.912,00000000000000000000;0,00000000000000000034;0,00000000000000000023;0,00000000000000000000;
35.985.257.746.570.448.896,00000000000000000000;0,00000000000000000079;0,00000000000000000034;0,00000000000000000034;
36.985.062.609.836.621.824,00000000000000000000;0,00000000000000000011;0,00000000000000000000;0,00000000000000000000;
37.999.755.409.921.187.840,00000000000000000000;0,00000000000000000135;0,00000000000000000102;0,00000000000000000023;
38.901.375.561.662.234.624,00000000000000000000;0,00000000000000000124;0,00000000000000000090;0,00000000000000000023;
39.989.252.251.594.096.640,00000000000000000000;0,00000000000000000011;0,00000000000000000000;0,00000000000000000000;
40.938.552.029.638.164.480,00000000000000000000;0,00000000000000000169;0,00000000000000000135;0,00000000000000000023;
42.014.380.698.939.940.864,00000000000000000000;0,00000000000000000090;0,00000000000000000079;0,00000000000000000000;
42.913.811.592.884.183.040,00000000000000000000;0,00000000000000000034;0,00000000000000000023;0,00000000000000000000;
43.908.283.311.552.299.008,00000000000000000000;0,00000000000000000034;0,00000000000000000023;0,00000000000000000000;
44.871.708.952.435.621.888,00000000000000000000;0,00000000000000000045;0,00000000000000000023;0,00000000000000000011;
46.010.748.742.938.058.752,00000000000000000000;0,00000000000000000169;0,00000000000000000135;0,00000000000000000023;
46.909.538.352.033.398.784,00000000000000000000;0,00000000000000000079;0,00000000000000000034;0,00000000000000000034;
48.072.389.148.749.987.840,00000000000000000000;0,00000000000000000169;0,00000000000000000135;0,00000000000000000023;
