6e+17;6e-01
2e+19;2e+03
2e+19;2e+03
2e+19;2e+03
3e+19;2e+03
3e+19;2e+03
3e+19;2e+03
3e+19;2e+03
3e+19;2e+03
3e+19;2e+03
3e+19;2e+03
3e+19;2e+03
3e+19;1e+03
3e+19;1e+03
3e+19;1e+03
3e+19;2e+03
3e+19;1e+03
3e+19;2e+03
3e+19;1e+03
3e+19;1e+03
3e+19;1e+03
3e+19;1e+03
3e+19;2e+03
3e+19;2e+03
3e+19;1e+03
3e+19;2e+03
3e+19;2e+03
3e+19;1e+03
3e+19;2e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;2e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
4e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;2e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
5e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;9e+02
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;8e+02
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;9e+02
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
6e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;9e+02
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;9e+02
7e+19;1e+03
7e+19;9e+02
7e+19;1e+03
7e+19;1e+03
7e+19;1e+03
7e+19;9e+02
7e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;8e+02
8e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;9e+02
8e+19;8e+02
9e+19;9e+02
9e+19;9e+02
9e+19;8e+02
9e+19;8e+02
9e+19;8e+02
9e+19;8e+02
9e+19;8e+02
9e+19;8e+02
9e+19;8e+02
9e+19;9e+02
9e+19;8e+02
9e+19;8e+02
9e+19;8e+02
9e+19;8e+02
9e+19;8e+02
9e+19;9e+02
9e+19;9e+02
9e+19;1e+03
9e+19;8e+02
9e+19;9e+02
9e+19;9e+02
9e+19;9e+02
9e+19;9e+02
1e+20;6e+02
1e+20;9e+02
1e+20;9e+02
1e+20;8e+02
1e+20;9e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;9e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;7e+02
1e+20;7e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;6e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;8e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;8e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;5e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
1e+20;7e+02
2e+20;5e+02
