0,00000000000000000000;0,00000000000000000000;
4.976.187.685.027.930.112,00000000000000000000;3.662,51234751984839022043;
9.906.411.433.053.698.048,00000000000000000000;2.596,01594501415411286871;
15.104.172.786.303.105.024,00000000000000000000;2.129,41252458970484440215;
19.934.218.441.658.859.520,00000000000000000000;1.892,90367600093190958432;
25.016.005.239.636.811.776,00000000000000000000;1.660,66369513949530301034;
29.828.317.193.639.755.776,00000000000000000000;1.831,28016096516535071714;
35.016.743.257.839.669.248,00000000000000000000;1.478,79480754425208033354;
40.007.936.449.060.446.208,00000000000000000000;1.300,23789370750773741747;
45.068.032.011.274.002.432,00000000000000000000;2.920,77540418678381684003;
49.969.704.239.462.252.544,00000000000000000000;1.155,71190382908548599517;
54.691.980.969.138.020.352,00000000000000000000;1.170,79289491817939961038;
59.510.611.515.488.100.352,00000000000000000000;1.063,62650806518763602071;
64.576.525.747.637.059.584,00000000000000000000;1.017,07243883590865607403;
69.970.146.971.789.156.352,00000000000000000000;2.433,56340304941522845183;
75.278.077.577.648.750.592,00000000000000000000;949,72396765291659903596;
80.864.303.591.441.334.272,00000000000000000000;908,62285237066498666536;
84.863.153.129.051.242.496,00000000000000000000;888,53910781302249688451;
89.838.046.244.716.658.688,00000000000000000000;862,04563745121629381174;
94.971.888.859.694.645.248,00000000000000000000;7.561,32797484540697041666;
99.921.237.604.577.345.536,00000000000000000000;817,30275289569533470058;
104.911.677.384.578.809.856,00000000000000000000;801,40290891496681524586;
109.956.918.318.866.120.704,00000000000000000000;780,54300230699777785048;
114.974.917.568.798.900.224,00000000000000000000;761,91119209517910348950;
120.684.169.585.895.194.624,00000000000000000000;761,91119209517910348950;
125.377.242.204.479.143.936,00000000000000000000;730,76292460220747670974;
129.873.158.793.203.564.544,00000000000000000000;730,06572211461173083080;
134.643.178.701.813.104.640,00000000000000000000;715,99061863709960107371;
140.726.538.084.042.604.544,00000000000000000000;692,03995774602731216874;
144.661.669.658.373.357.568,00000000000000000000;679,30836297909638687997;
149.411.950.483.633.537.024,00000000000000000000;811,62248256051884709450;
155.043.876.508.031.713.280,00000000000000000000;656,10897115599470907910;
160.679.842.329.043.763.200,00000000000000000000;644,51322527090064795630;
164.325.188.811.541.544.960,00000000000000000000;637,31886799066558069171;
170.327.698.329.145.344.000,00000000000000000000;626,53018770716187191283;
174.951.090.380.146.802.688,00000000000000000000;693,27151838986151233257;
180.146.384.076.046.008.320,00000000000000000000;708,20323817350595163589;
186.050.346.059.165.859.840,00000000000000000000;599,33664891154364795511;
190.366.773.324.822.380.544,00000000000000000000;592,12663603594330652413;
193.544.878.436.440.768.512,00000000000000000000;587,23511994519139989279;
199.828.402.146.363.080.704,00000000000000000000;577,95983120334312843625;
206.678.913.261.396.721.664,00000000000000000000;568,98195082921006360266;
211.112.579.500.959.334.400,00000000000000000000;562,36656773435197465005;
215.953.992.290.808.659.968,00000000000000000000;555,93427627664243573236;
220.696.967.691.803.525.120,00000000000000000000;549,92806264556577389158;
225.010.526.108.379.381.760,00000000000000000000;595,89362272876121551235;
229.278.111.150.626.406.400,00000000000000000000;542,31555754251132839272;
230.881.244.050.817.843.200,00000000000000000000;537,68574001590025090991;
239.938.624.900.272.357.376,00000000000000000000;528,64754474843766729464;
245.729.144.461.310.394.368,00000000000000000000;523,86266826392386519728;
251.055.612.357.086.674.944,00000000000000000000;525,37015400186146507622;
252.701.149.328.062.054.400,00000000000000000000;519,11733589469201888278;
260.111.517.096.288.452.608,00000000000000000000;506,56828165347525327888;
265.135.124.396.119.654.400,00000000000000000000;501,72994482291903750593;
272.223.715.381.759.868.928,00000000000000000000;495,20027580466751260246;
275.722.029.657.441.927.168,00000000000000000000;493,90793861638616135679;
280.206.369.383.345.979.392,00000000000000000000;488,13069536339816067994;
284.782.429.509.623.513.088,00000000000000000000;484,50980067737248191406;
291.811.832.638.445.453.312,00000000000000000000;506,18649964357973658480;
293.279.646.614.988.193.792,00000000000000000000;477,67020671871262038621;
300.230.488.783.537.307.648,00000000000000000000;476,27713298841251798876;
300.791.329.470.611.062.784,00000000000000000000;471,05346795022177275314;
311.711.283.337.533.194.240,00000000000000000000;464,71213756013736428940;
313.410.584.906.273.390.592,00000000000000000000;497,81258215272549705332;
319.184.431.964.947.546.112,00000000000000000000;460,18221193104665189821;
326.165.239.616.445.677.568,00000000000000000000;453,41577074511189948680;
331.324.209.242.616.233.984,00000000000000000000;448,90979926091591778459;
331.485.952.486.802.522.112,00000000000000000000;448,71490322929417970954;
343.680.922.091.006.263.296,00000000000000000000;440,68275123300662698966;
343.680.922.091.006.263.296,00000000000000000000;440,68275123300662698966;
351.515.376.178.620.203.008,00000000000000000000;435,74547594681888540435;
353.836.033.100.291.047.424,00000000000000000000;434,31206003472561860690;
363.346.233.554.978.799.616,00000000000000000000;429,14505664630530645809;
363.346.233.554.978.799.616,00000000000000000000;429,14505664630530645809;
370.500.596.552.524.300.288,00000000000000000000;424,44659479988160910580;
376.162.694.807.671.734.272,00000000000000000000;508,93466756922919103090;
380.735.514.586.229.112.832,00000000000000000000;418,68875768528710068495;
386.896.840.150.212.214.784,00000000000000000000;416,36965445320970502507;
389.818.534.250.612.457.472,00000000000000000000;413,81427628198753154720;
395.998.084.923.536.572.416,00000000000000000000;410,55746117731121103134;
395.998.084.923.536.572.416,00000000000000000000;410,55746117731121103134;
395.998.084.923.536.572.416,00000000000000000000;410,55746117731121103134;
395.998.084.923.536.572.416,00000000000000000000;410,55746117731121103134;
431.472.150.263.856.234.496,00000000000000000000;393,30361307311625296279;
431.472.150.263.856.234.496,00000000000000000000;393,30361307311625296279;
431.472.150.263.856.234.496,00000000000000000000;393,30361307311625296279;
431.472.150.263.856.234.496,00000000000000000000;393,30361307311625296279;
433.711.310.176.526.270.464,00000000000000000000;392,29354670639122559805;
441.646.891.882.823.090.176,00000000000000000000;388,74895713212094960909;
445.584.938.363.381.284.864,00000000000000000000;387,04381601777777177631;
448.872.676.438.959.194.112,00000000000000000000;385,60904425650795701586;
457.021.099.472.921.034.752,00000000000000000000;382,15092432781472098213;
457.021.099.472.921.034.752,00000000000000000000;382,15092432781472098213;
465.361.264.408.354.160.640,00000000000000000000;378,74910240589076693141;
469.281.289.230.537.785.344,00000000000000000000;377,13075108808101276736;
475.175.766.430.430.658.560,00000000000000000000;374,79229612785184144741;
481.398.984.013.613.498.368,00000000000000000000;372,34914472336038215872;
483.232.084.536.466.604.032,00000000000000000000;371,67793978004675636839;
489.772.379.959.195.992.064,00000000000000000000;369,24957151428634460899;
496.295.605.650.470.666.240,00000000000000000000;366,73674143299621164260;
502.888.445.271.441.801.216,00000000000000000000;364,31636958598943465404;
505.425.865.266.314.477.568,00000000000000000000;363,40014910097283973300;
507.759.082.492.489.695.232,00000000000000000000;362,55509620247244129132;
516.008.830.329.519.865.856,00000000000000000000;359,66990229371026543959;
517.563.927.048.192.589.824,00000000000000000000;444,74255143185928318417;
524.674.278.809.815.744.512,00000000000000000000;356,66370655799011046838;
528.189.360.152.147.132.416,00000000000000000000;355,48753136990563916697;
534.705.750.532.804.247.552,00000000000000000000;353,32147973511359850818;
540.525.298.500.427.972.608,00000000000000000000;351,51293655624277789684;
545.729.333.488.155.820.032,00000000000000000000;349,82189065436273267551;
548.325.813.314.373.943.296,00000000000000000000;356,40454244289378493704;
554.343.746.055.458.455.552,00000000000000000000;346,98708707516669846882;
560.624.063.075.828.432.896,00000000000000000000;345,04155362878327650833;
564.367.390.090.770.644.992,00000000000000000000;343,89186784094891891073;
570.180.100.386.560.671.744,00000000000000000000;342,53965984459495075498;
574.434.798.485.441.937.408,00000000000000000000;340,89389856630219810540;
579.643.803.202.867.625.984,00000000000000000000;339,34338532892428474952;
584.149.081.942.845.095.936,00000000000000000000;338,02100507179392252510;
589.874.173.559.447.814.144,00000000000000000000;336,37902197549584570879;
595.617.623.269.017.387.008,00000000000000000000;334,74884894122897094348;
600.999.072.878.322.778.112,00000000000000000000;333,38349376047244732035;
604.184.039.065.518.604.288,00000000000000000000;332,51240392733149064952;
610.072.161.589.266.743.296,00000000000000000000;330,75982357431877289855;
614.580.895.976.434.171.904,00000000000000000000;329,98032483102826972754;
619.637.774.122.792.255.488,00000000000000000000;328,39450258625214473795;
624.775.079.041.669.136.384,00000000000000000000;326,85354915537425313232;
630.026.461.797.793.923.072,00000000000000000000;325,47980733302108546923;
632.073.706.360.101.666.816,00000000000000000000;325,14403206704355397960;
641.549.737.727.352.242.176,00000000000000000000;322,55620522448765541412;
646.463.943.325.470.687.232,00000000000000000000;321,31756823486637131282;
647.761.258.467.497.607.168,00000000000000000000;321,04821928408676967592;
653.334.688.147.550.765.056,00000000000000000000;319,62078869237586786767;
658.649.196.792.333.467.648,00000000000000000000;318,35034961417710519527;
665.114.987.448.522.506.240,00000000000000000000;316,79045900710963223901;
670.032.480.248.147.476.480,00000000000000000000;315,62182743480730096053;
674.893.494.175.854.362.624,00000000000000000000;314,47455727788963031344;
680.482.173.551.293.235.200,00000000000000000000;313,18594232550339029331;
686.432.096.727.322.722.304,00000000000000000000;311,86572838387195361065;
689.595.750.434.561.851.392,00000000000000000000;311,14139959102396915114;
696.591.484.150.652.338.176,00000000000000000000;309,55095438920847072950;
700.527.036.856.552.259.584,00000000000000000000;308,71045827653529158852;
706.873.560.537.927.909.376,00000000000000000000;307,28175093350841962092;
708.863.374.320.887.529.472,00000000000000000000;306,84680980223515689431;
715.920.575.792.696.262.656,00000000000000000000;305,46789718592140161491;
720.317.174.311.741.292.544,00000000000000000000;304,39742880579979100730;
724.866.004.648.190.541.824,00000000000000000000;303,44103005138532580531;
730.357.063.026.546.704.384,00000000000000000000;302,29885195143208420632;
734.724.265.708.703.973.376,00000000000000000000;301,45283639841073863863;
739.130.761.252.418.355.200,00000000000000000000;300,49946659048919173074;
745.301.704.600.998.772.736,00000000000000000000;299,25184912629856626154;
749.402.378.196.335.460.352,00000000000000000000;298,43251017483527220975;
754.913.986.060.388.794.368,00000000000000000000;297,38205159732336824163;
758.992.687.563.669.241.856,00000000000000000000;296,54062054543186377487;
763.390.820.952.670.601.216,00000000000000000000;295,69378630906874150241;
769.788.926.355.937.558.528,00000000000000000000;294,84285090914198690371;
774.319.857.691.940.356.096,00000000000000000000;293,74616941290679505983;
